DOI,Year,Title,Journal
10.1016/B978-0-12-804677-7.18001-6,2017,Index,Encyclopedia of Sustainable Technologies
10.1016/B978-0-12-811453-7.00022-6,2017,Chapter 22: Synthetic Array Radar,Digital Signal Processing 101
10.1016/B978-0-12-803581-8.09993-8,2018,5.8 Modeling Mechanical Behavior of Ceramic Matrix Composites,Comprehensive Composite Materials II
10.1016/B978-0-12-811758-3.00013-9,2017,Chapter 13: Internet of Things and the Economics of Microgrids,Innovation and Disruption at the Grid's Edge
10.1016/B978-0-12-804208-3.00008-X,2017,Chapter 8: Market Design Issues of Distributed Generation,Distributed Generation Systems
10.1016/B978-0-12-809357-3.00007-2,2017,Chapter 7: Citadel-Building: Tiny Creatures in the Oceans—Corals,Investigating Seafloors and Oceans
10.1016/B978-0-12-803011-0.00017-3,2017,Chapter 17: GEM-SA: The Gaussian Emulation Machine for Sensitivity Analysis,Sensitivity Analysis in Earth Observation Modelling
10.1016/B978-0-12-409548-9.10101-0,2017,Gas Processing Technology-Treatment and Utilization,Encyclopedia of Sustainable Technologies
10.1007/s12205-017-1808-y,2017,A cost-plus estimating framework for BIM related design and engineering services,KSCE Journal of Civil Engineering
10.1016/B978-0-08-102010-4.00036-4,2017,Appendix 10: Scoring Criteria for BETAPLUS Common Cause Model,"Reliability, Maintainability and Risk"
10.1016/B978-0-12-810433-0.17001-7,2017,Glossary,Handbook of Green Building Design and Construction
10.1016/B978-0-12-809715-1.00001-8,2017,Chapter 1: Characteristics of Intelligent Transportation Systems and Its Relationship With Data Analytics,Data Analytics for Intelligent Transportation Systems
10.1016/B978-0-12-810480-4.00007-6,2017,Chapter 7: Brain-Based Technologies,Neurobiological Background of Exploration Geosciences
10.1111/pirs.12203,2017,Subway capitalization effect in Beijing: Theory and evidence on the variation of the subway proximity premium,Papers in Regional Science
10.1007/s12603-017-0893-4,2017,Vitamin B12 and homocysteine associations with gait speed in older adults: The Baltimore Longitudinal Study of Aging,"The Journal of nutrition, health and aging"
10.1016/B978-0-12-803581-8.10064-5,2018,8.12 Multiscale FE Modelling and Design of Composite Laminates Under Impact,Comprehensive Composite Materials II
10.1016/B978-0-12-810433-0.00008-3,2017,Chapter Eight: Water Efficiency and Sanitary Waste,Handbook of Green Building Design and Construction
10.1016/B978-0-323-90386-8.00170-4,2017,Gas Processing Technology-Treatment and Utilization,Encyclopedia of Sustainable Technologies
10.1016/B978-1-78242-336-2.00008-2,2017,8: Building-integrated photovoltaics (BIPV),The Performance of Photovoltaic (PV) Systems
10.1016/B978-0-08-101128-7.00002-2,2017,"Chapter 2: Methodologies for Selection of Thermal Insulation Materials for Cost-Effective, Sustainable, and Energy-Efficient Retrofitting",Cost-Effective Energy Efficient Building Retrofitting
10.1016/B978-0-12-809806-6.00027-4,2017,Chapter 27: Self-Consumption of Electricity from Renewable Sources,Europe's Energy Transition
10.1016/B978-0-12-802447-8.00016-9,2017,"Chapter 16: In Vitro/In Vivo Correlations: Fundamentals, Development Considerations, and Applications",Developing Solid Oral Dosage Forms
10.1016/B978-0-12-809764-9.00007-X,2017,Chapter 5: Building a Web of Things with Avatars: A comprehensive approach for concern management in WoT applications,Managing the Web of Things
10.1016/S0378-7788(16)31673-5,2017,Editorial Board,Energy and Buildings
10.1016/B978-0-12-809764-9.00017-2,2017,Chapter 13: WoX: Model-Driven Development of Web of Things Applications,Managing the Web of Things
10.1016/B978-0-12-810523-8.00006-9,2017,Chapter 5: Urban—Major Reforms in Urban Water Policy and Management in Major Australian Cities,Decision Making in Water Resources Policy and Management
10.1017/S2040470017001534,2017,Abstracts,Advances in Animal Biosciences
10.1016/B978-0-12-810433-0.00006-X,2017,Chapter Six: Green Building Materials and Products,Handbook of Green Building Design and Construction
10.3168/jds.2016-11047,2017,Weather influences feed intake and feed efficiency in a temperate climate,Journal of Dairy Science
10.1016/B978-0-12-409548-9.09600-7,2018,"1.02: Geocomputation: Data, Methods, and Applications in a New Era",Comprehensive Geographic Information Systems
10.1016/B978-0-12-409548-9.09688-3,2018,"3.26: From Base Map to Inductive Mapping—Three Cases of GIS Implementation in Cities of Karnataka, India",Comprehensive Geographic Information Systems
10.1016/B978-0-12-409548-9.04340-2,2019,Satellite Remote Sensing of Sea Surface Temperatures,Encyclopedia of Ocean Sciences
10.1016/bs.adcom.2016.09.005,2017,Chapter Four: Data Flow Computing in Geoscience Applications,Advances in Computers
10.1016/B978-0-12-811139-0.00005-0,2017,5: Impacts on air environment,Environmental Impact Assessment
10.1016/B978-0-12-409548-9.10417-8,2018,9.06: Population Estimation With Remote Sensing,Comprehensive Remote Sensing
10.1016/B978-0-12-409548-9.09597-X,2018,1.07: Geospatial Semantics,Comprehensive Geographic Information Systems
10.1016/B978-0-12-805343-0.00005-X,2017,Chapter 5: Safety design of resilient micro energy grids,Smart Energy Grid Engineering
10.1016/bs.mcps.2017.02.002,2017,Chapter Two: Learning From the Experience,Methods in Chemical Process Safety
10.1016/S0378-7788(17)32879-7,2017,Editorial Board,Energy and Buildings
10.1016/B978-0-12-809413-6.00002-3,2017,Chapter 2: Quantification of Oil Spill Risk,Oil Spill Science and Technology
10.1016/B978-0-12-805354-6.00021-9,2017,21: Concluding Remarks,Overview of Industrial Process Automation
10.1016/B978-0-12-809592-8.00011-1,2017,Chapter 11: Incorporating Forecast Uncertainty in Utility Control Center,Renewable Energy Integration
10.15232/pas.2017-01656,2017,Effect of magnetized water on productive traits of laying chickens,The Professional Animal Scientist
10.3168/jds.2016-12074,2017,"Health, physiology, and behavior of dairy calves reared on 4 different substrates",Journal of Dairy Science
10.1016/B978-0-08-101105-8.00034-6,2017,34: Mathematical modeling of uniform CO<ce:inf loc=post>2</ce:inf> corrosion,Trends in Oil and Gas Corrosion Research and Technologies
10.1016/B978-0-12-804677-7.18002-8,2017,Author Index,Encyclopedia of Sustainable Technologies
10.1016/S1876-3804(17)30104-0,2017,"Subsalt high steep structure imaging technique: A case study of Keshen area in Kuqa depression, Tarim Basin, NW China",Petroleum Exploration and Development
10.1016/B978-0-12-805160-3.00003-X,2017,Chapter 3: Business Building Blocks,Building the Agile Enterprise
10.1016/B978-0-12-810433-0.18001-3,2017,Index,Handbook of Green Building Design and Construction
10.1016/B978-0-12-803773-7.00008-5,2017,8: From Risk Management to Risk Engineering: Challenges in Future ICT Systems,Handbook of System Safety and Security
10.1016/B978-0-12-803022-6.00007-1,2017,Chapter 7: Solar Thermal Electricity and Solar Insolation,Standalone Photovoltaic (PV) Systems for Disaster Relief and Remote Areas
10.1016/S0378-7788(17)33244-9,2017,Editorial Board,Energy and Buildings
10.1016/B978-0-12-809594-2.00001-0,2017,Chapter 1: Positioning and Navigation Systems,Uncertainties in GPS Positioning
10.1016/B978-0-12-420137-8.00015-9,2017,Chapter 15: Production Operations,FTTx Networks
10.1016/B978-0-12-803771-3.00010-7,2017,Chapter 10: Comprehensive dust explosion modeling,Dust Explosion Dynamics
10.1016/B978-1-78242-336-2.00005-7,2017,"5: Photovoltaic (PV) balance of system components: Basics, performance",The Performance of Photovoltaic (PV) Systems
10.1016/B978-0-323-46143-6.00029-4,2017,Chapter 29: Nanotechnology to enhance transdermal delivery of hydrophilic humectants for improved skin care: a model for therapeutic applications,Nanostructures for Drug Delivery
10.1016/B978-0-12-809764-9.00012-3,2017,Chapter 9: Automatic Integration and Querying of Semantic Rich Heterogeneous Data: Laying the Foundations for Semantic Web of Things,Managing the Web of Things
10.1016/B978-0-08-100025-0.00015-6,2017,Chapter 15: System Design and Analysis,Twort's Water Supply
10.1016/S0378-7788(17)31915-1,2017,Editorial Board,Energy and Buildings
10.1016/B978-0-12-805423-9.00007-7,2017,Chapter Seven: Heat-Driven Cooling Technologies,Clean Energy for Sustainable Development
10.1016/B978-0-12-811318-9.00041-7,2017,Index,Handbook of Neural Computation
10.1016/B978-0-08-100025-0.00014-4,2017,Chapter 14: Hydraulics,Twort's Water Supply
10.1016/B978-0-12-811662-3.00005-0,2017,Chapter 5: Solar Water and Space-Heating Systems,Solar Heating and Cooling Systems
10.1016/B978-0-12-803021-9.09990-0,2017,Index,Electric Vehicles: Prospects and Challenges
10.1016/S0378-7788(17)31377-4,2017,Editorial Board,Energy and Buildings
10.1016/B978-0-12-809859-2.00017-6,2017,Chapter 13: Proximity-Based Service: An Advanced Way of Extending Human Proximity Awareness,Smart Sensors Networks
10.1016/B978-0-12-409548-9.10380-X,2018,6.07: Remote Sensing of Urban Environments,Comprehensive Remote Sensing
10.1016/B978-0-12-809592-8.00016-0,2017,Chapter 16: Grid Integration of Renewables in India,Renewable Energy Integration
10.1016/B978-1-78242-336-2.00006-9,2017,6: Prediction and measurement of photovoltaic system energy yield,The Performance of Photovoltaic (PV) Systems
10.1016/B978-0-12-809592-8.00010-X,2017,Chapter 10: Forecasting Renewable Energy for Grid Operations,Renewable Energy Integration
10.1016/B978-0-12-809266-8.00005-3,2017,Chapter 5: Cognitive radio in vehicular network,Intelligent Vehicular Networks and Communications
10.1016/B978-0-444-63965-3.50397-4,2017,Optimal design of urban energy systems with demand side management and distributed generation,Computer Aided Chemical Engineering
10.1016/B978-0-12-802928-2.00007-2,2017,Chapter 7: Overview of Nutritional Epidemiology,Nutrition in the Prevention and Treatment of Disease
10.1016/B978-0-12-811758-3.00004-8,2017,Chapter 4: Beyond Community Solar: Aggregating Local Distributed Resources for Resilience and Sustainability,Innovation and Disruption at the Grid's Edge
10.1016/B978-0-12-813526-6.00003-9,2017,Chapter Three: Finite Element Modelling,Modelling Steel and Composite Structures
10.1016/B978-0-12-809324-5.21077-8,2017,3.13: Spatial Memory,Learning and Memory: A Comprehensive Reference
10.1016/B978-0-323-90386-8.00163-7,2017,Indoor Environmental Quality: Lighting and Acoustics,Encyclopedia of Sustainable Technologies
10.1007/s12205-016-0980-9,2017,Applying physiological status monitoring in improving construction safety management,KSCE Journal of Civil Engineering
10.1016/B978-0-12-803773-7.00012-7,2017,12: The Algebra of Systems and System Interactions with an Application to Smart Grid,Handbook of System Safety and Security
10.1016/B978-0-12-811153-6.00007-5,2017,Chapter 7: Maintenance Decision Support Systems,eMaintenance
10.1016/B978-0-12-809951-3.00016-8,2017,Index,Energy Positive Neighborhoods and Smart Energy Districts
10.1016/S1005-8885(17)60239-5,2017,Survey of outdoor and indoor architecture design in TVWS networks,The Journal of China Universities of Posts and Telecommunications
10.1016/B978-0-444-52512-3.00234-5,2014,Weather Forecasting Applications in Agriculture,Encyclopedia of Agriculture and Food Systems
10.1016/B978-0-12-805200-6.00008-6,2017,Chapter 8: Soil and Land Use in the Alps—Challenges and Examples of Soil-Survey and Soil-Data Use to Support Sustainable Development,Soil Mapping and Process Modeling for Sustainable Land Use Management
10.1016/B978-0-12-812883-1.00003-6,2017,Chapter 3: Equipment and Buildings,Plant Design and Operations
10.1016/B978-0-08-100504-0.00006-8,2017,6: Short-term solar power forecasting based on satellite images,Renewable Energy Forecasting
10.1016/B978-0-12-811968-6.00011-5,2018,Chapter 11: On Data-Driven Approaches for Demand Response,Big Data Application in Power Systems
10.1016/B978-0-12-811968-6.00001-2,2018,Chapter 1: A Holistic Approach to Becoming a Data-Driven Utility,Big Data Application in Power Systems
10.1016/B978-0-12-811968-6.00015-2,2018,Chapter 15: Data-Driven Voltage Unbalance Analysis in Power Distribution Networks,Big Data Application in Power Systems
10.1016/B978-0-12-812150-4.00011-2,2018,Chapter 3.3: Green Streets to Enhance Outdoor Comfort,Nature Based Strategies for Urban and Building Sustainability
10.1016/B978-0-12-849869-9.00002-8,2018,Chapter 2: Advanced Building Energy Efficiency Systems,"Optimal Design and Retrofit of Energy Efficient Buildings, Communities, and Urban Centers"
10.1016/B978-0-444-64241-7.50331-1,2018,Estimating the Spatial Temperature Distribution in a Steam Methane Reforming Furnace Using Bayesian Modelling,Computer Aided Chemical Engineering
10.1016/B978-0-08-100453-1.00005-2,2018,4: Testing thermal properties of textiles,Advanced Characterization and Testing of Textiles
10.1016/B978-0-12-813185-5.00025-5,2018,9: Grid-Connected Microgrids: Demand Management via Distributed Control and Human-in-the-Loop Optimization,Advances in Renewable Energies and Power Technologies
10.1016/B978-0-12-813734-5.00003-2,2018,Chapter 1.3: Achieving Green Building Standards via Energy Efficiency Retrofit: A Case Study of an Industrial Facility,"Exergetic, Energetic and Environmental Dimensions"
10.1007/s12205-017-0535-8,2018,Short-term travel-time prediction on highway: A review on model-based approach,KSCE Journal of Civil Engineering
10.1007/s12205-018-1063-x,2018,Proportional-Derivative (PD) Controller for Heuristic Rule-based Motorway Coordinated Ramp Meters,KSCE Journal of Civil Engineering
10.1016/B978-0-12-803128-5.00002-7,2018,2: Iranian smart grid: road map and metering program,Application of Smart Grid Technologies
10.1016/B978-0-12-809597-3.00540-X,2018,5.20 Energy Management in University Campuses,Comprehensive Energy Systems
10.1016/B978-0-12-811968-6.00006-1,2018,Chapter 6: Unsupervised Learning Methods for Power System Data Analysis,Big Data Application in Power Systems
10.1016/B978-0-12-849869-9.00003-X,2018,Chapter 3: Control Strategies for Building Energy Systems,"Optimal Design and Retrofit of Energy Efficient Buildings, Communities, and Urban Centers"
10.1016/bs.hescom.2018.02.004,2018,Chapter 13: Electric Power Markets in Transition: Agent-Based Modeling Tools for Transactive Energy Support,Handbook of Computational Economics
10.1016/B978-0-12-811968-6.00012-7,2018,Chapter 12: Topology Learning in Radial Distribution Grids,Big Data Application in Power Systems
10.1016/B978-0-12-812461-1.00010-1,2018,Chapter 10: Occupant Behavior and Performance Assurance,Net Zero Energy Buildings (NZEB)
10.1007/s12205-018-1291-0,2018,A Probabilistic Safety Evaluation Framework for Multi-Hazard Assessment in a Bridge using SO-MARS Learning Model,KSCE Journal of Civil Engineering
